"","Sp1","Plant","Plant_ID","Revision_ID","DateTime","Behaviour","Coexistence","n_cam","Days","Days.in.field","duration","ID","effort_pl_sp","effort_ind","Long","Lat","SpeciesType"
"121","sus scrofa","calb","calb23","rev01",2021-07-21 22:27:32,"searching for food, searching for food",FALSE,1,"18.42",19,"54","a23_rev01_IMG_0341",3464.52351851852,97.9350462962963,-6.447120029,36.96913999,"Mammal"
"122","sus scrofa","calb","calb15","rev01",2021-07-21 22:58:40,"searching for food, searching for food",FALSE,1,"10.02",19,"157","a15_rev01_IMG_0363",3464.52351851852,114.03599537037,-6.446633041,36.97005596,"Mammal"
"123","sus scrofa","calb","calb15","rev01",2021-07-21 23:02:46,"searching for food, searching for food",FALSE,1,"10.02",19,"180","a15_rev01_IMG_0372",3464.52351851852,114.03599537037,-6.446633041,36.97005596,"Mammal"
"124","sus scrofa","calb","calb15","rev01",2021-07-21 23:11:32,"searching for food, searching for food",FALSE,1,"10.02",19,"48","a15_rev01_IMG_0382",3464.52351851852,114.03599537037,-6.446633041,36.97005596,"Mammal"
"125","sus scrofa","calb","calb15","rev01",2021-07-21 23:12:46,"searching for food, searching for food",FALSE,1,"10.02",19,"77","a15_rev01_IMG_0385",3464.52351851852,114.03599537037,-6.446633041,36.97005596,"Mammal"
"126","oryctolagus cuniculus","calb","calb11","rev01",2021-07-22 01:29:04,"searching for food, searching for food",FALSE,1,"16.73",19,"10","a11_rev01_IMG_0006",3464.52351851852,253.563356481482,-6.446089977,36.96927996,"Mammal"
"127","sus scrofa","calb","calb07","rev01",2021-07-23 06:28:34,"searching for food, searching for food",FALSE,1,"18.88",19,"220","a07_rev01_IMG_0045",3464.52351851852,147.849513888889,-6.445320016,36.96933998,"Mammal"
"128","sus scrofa","calb","calb07","rev01",2021-07-23 06:32:38,"searching for food, searching for food",FALSE,1,"18.88",19,"20","a07_rev01_IMG_0056",3464.52351851852,147.849513888889,-6.445320016,36.96933998,"Mammal"
"129","alectoris rufa","calb","calb03","rev01",2021-07-23 08:34:46,"searching for food, searching for food",FALSE,1,"8.21",19,"10.466667","a03_rev01_07230167",3464.52351851852,56.4147222222222,-6.44589996,36.97007004,"Bird"
"130","sus scrofa","calb","calb10","rev01",2021-07-23 09:39:04,"searching for food, searching for food",FALSE,1,"9.09",19,"57","a10_rev01_IMG_0015",3464.52351851852,96.6523842592592,-6.445859978,36.96900998,"Mammal"
"131","sus scrofa","calb","calb10","rev01",2021-07-23 09:47:34,"searching for food, searching for food",FALSE,1,"9.09",19,"27.25","a10_rev01_IMG_0018",3464.52351851852,96.6523842592592,-6.445859978,36.96900998,"Mammal"
"132","sus scrofa","calb","calb10","rev01",2021-07-23 09:57:08,"searching for food, searching for food",FALSE,1,"11.6366666666667",19,"154","a10_rev01_IMG_0020",3464.52351851852,96.6523842592592,-6.445859978,36.96900998,"Mammal"
"133","sus scrofa","calb","calb10","rev01",2021-07-23 09:57:36,"searching for food, searching for food",FALSE,1,"9.09",19,"21","a10_rev01_IMG_0022",3464.52351851852,96.6523842592592,-6.445859978,36.96900998,"Mammal"
"134","alectoris rufa","calb","calb07","rev01",2021-07-23 10:03:36,"searching for food, searching for food",FALSE,1,"18.88",19,"96.25","a07_rev01_IMG_0059",3464.52351851852,147.849513888889,-6.445320016,36.96933998,"Bird"
"135","sus scrofa","calb","calb23","rev01",2021-07-23 21:44:28,"searching for food, searching for food",FALSE,1,"18.42",19,"31","a23_rev01_IMG_0405",3464.52351851852,97.9350462962963,-6.447120029,36.96913999,"Mammal"
"136","sus scrofa","calb","calb13","rev01",2021-07-23 21:51:42,"searching for food, searching for food",FALSE,1,"18.98",19,"20.466667","a13_rev01_IMG_0236",3464.52351851852,128.146759259259,-6.446310002,36.96949999,"Mammal"
"137","sus scrofa","calb","calb13","rev01",2021-07-23 21:53:28,"searching for food, searching for food",FALSE,1,"18.98",19,"190","a13_rev01_IMG_0237",3464.52351851852,128.146759259259,-6.446310002,36.96949999,"Mammal"
"138","oryctolagus cuniculus","calb","calb24","rev01",2021-07-24 05:54:56,"searching for food, searching for food",FALSE,1,"18.9",19,"19.936","a24_rev01_07240029",3464.52351851852,123.511712962963,-6.447339971,36.96890001,"Mammal"
"139","oryctolagus cuniculus","calb","calb24","rev01",2021-07-24 06:54:56,"searching for food, searching for food",FALSE,1,"18.9",19,"9.888","a24_rev01_07240034",3464.52351851852,123.511712962963,-6.447339971,36.96890001,"Mammal"
"140","alectoris rufa","calb","calb06","rev01",2021-07-24 07:15:42,"searching for food, searching for food",FALSE,1,"10.17",19,"20","a06_rev01_IMG_0245",3464.52351851852,180.397268518519,-6.445390005,36.96956998,"Bird"
"141","alectoris rufa","calb","calb13","rev01",2021-07-25 09:08:56,"searching for food, searching for food",FALSE,1,"18.98",19,"10.25","a13_rev01_IMG_0280",3464.52351851852,128.146759259259,-6.446310002,36.96949999,"Bird"
"142","sus scrofa","calb","calb23","rev01",2021-07-24 21:37:50,"searching for food, searching for food",FALSE,1,"18.804",19,"70.604","a23_rev01_IMG_0466",3464.52351851852,97.9350462962963,-6.447120029,36.96913999,"Mammal"
"143","sus scrofa","calb","calb13","rev01",2021-07-25 07:00:06,"searching for food, searching for food",FALSE,1,"18.98",19,"117","a13_rev01_IMG_0283",3464.52351851852,128.146759259259,-6.446310002,36.96949999,"Mammal"
"144","sus scrofa","calb","calb11","rev01",2021-07-25 07:04:54,"searching for food, searching for food",FALSE,1,"17.73",19,"180","a11_rev01_IMG_0008",3464.52351851852,253.563356481482,-6.446089977,36.96927996,"Mammal"
"145","sus scrofa","calb","calb17","rev01",2021-07-25 07:25:38,"searching for food, searching for food",FALSE,1,"18.15",19,"9.901","a17_rev01_07250239",3464.52351851852,227.570763888889,-6.44634001,36.96864001,"Mammal"
"146","saxicola rubicola","calb","calb11","rev01",2021-07-25 11:41:10,"searching for food, searching for food",FALSE,1,"16.73",19,"10","a11_rev01_IMG_0016",3464.52351851852,253.563356481482,-6.446089977,36.96927996,"Bird"
"147","cyanopica cooki","calb","calb02","rev01",2021-07-25 20:51:38,"searching for food, searching for food",FALSE,1,"19.37",19,"10.5","a02_rev01_IMG_0031",3464.52351851852,208.628518518519,-6.445670966,36.97001598,"Bird"
"148","sus scrofa","calb","calb24","rev01",2021-07-25 21:49:32,"searching for food, searching for food",FALSE,1,"18.9",19,"49.514","a24_rev01_07250041",3464.52351851852,123.511712962963,-6.447339971,36.96890001,"Mammal"
"149","oryctolagus cuniculus","calb","calb24","rev01",2021-07-26 04:04:54,"searching for food, searching for food",FALSE,1,"18.9",19,"9.888","a24_rev01_07260048",3464.52351851852,123.511712962963,-6.447339971,36.96890001,"Mammal"
"150","oryctolagus cuniculus","calb","calb17","rev01",2021-07-27 04:26:06,"searching for food, searching for food",FALSE,1,"18.15",19,"30.085","a17_rev01_07270339",3464.52351851852,227.570763888889,-6.44634001,36.96864001,"Mammal"
"151","oryctolagus cuniculus","calb","calb17","rev01",2021-07-27 22:45:46,"searching for food, searching for food",FALSE,1,"18.15",19,"9.878","a17_rev01_07270347",3464.52351851852,227.570763888889,-6.44634001,36.96864001,"Mammal"
"152","oryctolagus cuniculus","calb","calb17","rev01",2021-07-28 04:35:28,"searching for food, searching for food",FALSE,1,"18.15",19,"29.925","a17_rev01_07280348",3464.52351851852,227.570763888889,-6.44634001,36.96864001,"Mammal"
"153","oryctolagus cuniculus","calb","calb24","rev01",2021-07-28 07:45:34,"searching for food, searching for food",FALSE,1,"18.9",19,"9.898","a24_rev01_07280051",3464.52351851852,123.511712962963,-6.447339971,36.96890001,"Mammal"
"154","sus scrofa","calb","calb11","rev01",2021-07-28 20:52:30,"searching for food, searching for food",FALSE,1,"16.73",19,"20.25","a11_rev01_IMG_0023",3464.52351851852,253.563356481482,-6.446089977,36.96927996,"Mammal"
"155","cyanopica cooki","calb","calb13","rev01",2021-07-29 18:28:06,"searching for food, searching for food",FALSE,1,"18.98",19,"30","a13_rev01_IMG_0441",3464.52351851852,128.146759259259,-6.446310002,36.96949999,"Bird"
"156","cyanopica cooki","calb","calb04","rev01",2021-07-29 18:33:10,"searching for food, searching for food",FALSE,1,"18.92",19,"10","a04_rev01_IMG_0310",3464.52351851852,82.6938425925926,-6.446040021,36.96992998,"Bird"
"157","sus scrofa","calb","calb24","rev01",2021-07-29 21:52:10,"searching for food, searching for food",FALSE,1,"18.9",19,"9.888","a24_rev01_07290053",3464.52351851852,123.511712962963,-6.447339971,36.96890001,"Mammal"
"158","alectoris rufa","calb","calb24","rev01",2021-07-30 09:21:04,"searching for food, searching for food",FALSE,1,"18.9",19,"9.898","a24_rev01_07300055",3464.52351851852,123.511712962963,-6.447339971,36.96890001,"Bird"
"159","cyanopica cooki","calb","calb11","rev01",2021-07-30 12:25:24,"searching for food, searching for food",FALSE,1,"16.73",19,"10","a11_rev01_IMG_0025",3464.52351851852,253.563356481482,-6.446089977,36.96927996,"Bird"
"160","cyanopica cooki","calb","calb11","rev01",2021-07-30 12:33:12,"searching for food, searching for food",FALSE,1,"16.73",19,"20","a11_rev01_IMG_0026",3464.52351851852,253.563356481482,-6.446089977,36.96927996,"Bird"
"161","cyanopica cooki","calb","calb11","rev01",2021-07-30 12:41:30,"searching for food, searching for food",FALSE,1,"16.73",19,"10","a11_rev01_IMG_0029",3464.52351851852,253.563356481482,-6.446089977,36.96927996,"Bird"
"162","alectoris rufa","calb","calb17","rev01",2021-07-31 08:25:18,"searching for food, searching for food",FALSE,1,"18.15",19,"30.003","a17_rev01_07310396",3464.52351851852,227.570763888889,-6.44634001,36.96864001,"Bird"
"163","oryctolagus cuniculus","calb","calb24","rev01",2021-07-31 21:57:26,"searching for food, searching for food",FALSE,1,"18.9",19,"9.888","a24_rev01_07310056",3464.52351851852,123.511712962963,-6.447339971,36.96890001,"Mammal"
"164","oryctolagus cuniculus","calb","calb14","rev01",2021-08-01 04:36:54,"searching for food, searching for food",FALSE,1,"18.58",19,"20.933334","a14_rev01_08010011",3464.52351851852,119.632407407407,-6.446619965,36.96983996,"Mammal"
"165","sus scrofa","calb","calb24","rev01",2021-08-01 05:47:46,"searching for food, searching for food",FALSE,1,"18.9",19,"19.877","a24_rev01_08010058",3464.52351851852,123.511712962963,-6.447339971,36.96890001,"Mammal"
"166","cyanopica cooki","calb","calb02","rev01",2021-08-01 11:05:40,"searching for food, searching for food",FALSE,1,"19.37",19,"56","a02_rev01_IMG_0050",3464.52351851852,208.628518518519,-6.445670966,36.97001598,"Bird"
"167","cyanopica cooki","calb","calb02","rev01",2021-08-01 11:10:34,"searching for food, searching for food",FALSE,1,"19.37",19,"26","a02_rev01_IMG_0055",3464.52351851852,208.628518518519,-6.445670966,36.97001598,"Bird"
"168","cyanopica cooki","calb","calb02","rev01",2021-08-01 11:21:04,"searching for food, searching for food",FALSE,1,"19.37",19,"10.5","a02_rev01_IMG_0056",3464.52351851852,208.628518518519,-6.445670966,36.97001598,"Bird"
"169","cyanopica cooki","calb","calb11","rev01",2021-08-01 12:37:06,"searching for food, searching for food",FALSE,1,"17.855",19,"20.75","a11_rev01_IMG_0033",3464.52351851852,253.563356481482,-6.446089977,36.96927996,"Bird"
"170","cyanopica cooki","calb","calb11","rev01",2021-08-01 12:38:34,"searching for food, searching for food",FALSE,1,"16.73",19,"10.25","a11_rev01_IMG_0034",3464.52351851852,253.563356481482,-6.446089977,36.96927996,"Bird"
"171","cyanopica cooki","calb","calb22","rev01",2021-08-01 12:52:06,"searching for food, searching for food",FALSE,1,"18.98",19,"10.366667","a22_rev01_08010140",3464.52351851852,126.072615740741,-6.446939986,36.96914996,"Bird"
"172","cyanopica cooki","calb","calb22","rev01",2021-08-01 13:53:08,"searching for food, searching for food",FALSE,1,"18.98",19,"20.833334","a22_rev01_08010142",3464.52351851852,126.072615740741,-6.446939986,36.96914996,"Bird"
"173","cyanopica cooki","calb","calb13","rev01",2021-08-01 14:11:18,"searching for food, searching for food",FALSE,1,"18.98",19,"57.5","a13_rev01_IMG_0538",3464.52351851852,128.146759259259,-6.446310002,36.96949999,"Bird"
"174","cyanopica cooki","calb","calb04","rev01",2021-08-01 14:14:12,"searching for food, searching for food",FALSE,1,"18.95",19,"37.75","a04_rev01_IMG_0405",3464.52351851852,82.6938425925926,-6.446040021,36.96992998,"Bird"
"175","cyanopica cooki","calb","calb04","rev01",2021-08-01 15:05:28,"searching for food, searching for food",FALSE,1,"18.92",19,"30","a04_rev01_IMG_0406",3464.52351851852,82.6938425925926,-6.446040021,36.96992998,"Bird"
"176","alectoris rufa","calb","calb17","rev01",2021-08-01 18:02:56,"searching for food, searching for food",FALSE,1,"18.15",19,"9.998","a17_rev01_08010490",3464.52351851852,227.570763888889,-6.44634001,36.96864001,"Bird"
"177","oryctolagus cuniculus","calb","calb11","rev01",2021-08-02 02:48:22,"searching for food, searching for food",FALSE,1,"16.73",19,"10","a11_rev01_IMG_0035",3464.52351851852,253.563356481482,-6.446089977,36.96927996,"Mammal"
"178","oryctolagus cuniculus","calb","calb14","rev01",2021-08-02 03:55:36,"searching for food, searching for food",FALSE,1,"18.58",19,"10.466667","a14_rev01_08020014",3464.52351851852,119.632407407407,-6.446619965,36.96983996,"Mammal"
"179","oryctolagus cuniculus","calb","calb17","rev01",2021-08-02 07:04:26,"searching for food, searching for food",FALSE,1,"18.15",19,"39.956","a17_rev01_08020494",3464.52351851852,227.570763888889,-6.44634001,36.96864001,"Mammal"
"180","alectoris rufa","calb","calb17","rev01",2021-08-02 07:37:34,"searching for food, searching for food",FALSE,1,"18.15",19,"20.002","a17_rev01_08020498",3464.52351851852,227.570763888889,-6.44634001,36.96864001,"Bird"
"181","alectoris rufa","calb","calb17","rev01",2021-08-02 08:43:06,"searching for food, searching for food",FALSE,1,"18.15",19,"10.001","a17_rev01_08020500",3464.52351851852,227.570763888889,-6.44634001,36.96864001,"Bird"
"182","cyanopica cooki","calb","calb02","rev01",2021-08-02 12:51:12,"searching for food, searching for food",FALSE,1,"19.37",19,"10.5","a02_rev01_IMG_0066",3464.52351851852,208.628518518519,-6.445670966,36.97001598,"Bird"
"183","alectoris rufa","calb","calb14","rev01",2021-08-02 13:42:22,"searching for food, searching for food",FALSE,1,"18.58",19,"10.466667","a14_rev01_08020015",3464.52351851852,119.632407407407,-6.446619965,36.96983996,"Bird"
"184","oryctolagus cuniculus","calb","calb21","rev01",2021-08-03 23:23:10,"searching for food, searching for food",FALSE,1,"21.25",22,"31.300001","a21_rev01_08030001",3464.52351851852,240.22787037037,-6.446960019,36.96969998,"Mammal"
"185","oryctolagus cuniculus","calb","calb24","rev01",2021-08-04 00:31:16,"searching for food, searching for food",FALSE,1,"20.87",22,"9.888","a24_rev01_08040003",3464.52351851852,123.511712962963,-6.447339971,36.96890001,"Mammal"
"186","oryctolagus cuniculus","calb","calb21","rev01",2021-08-04 03:07:10,"searching for food, searching for food",FALSE,1,"21.25",22,"10.366667","a21_rev01_08040006",3464.52351851852,240.22787037037,-6.446960019,36.96969998,"Mammal"
"187","oryctolagus cuniculus","calb","calb21","rev01",2021-08-04 03:07:40,"searching for food, searching for food",FALSE,1,"21.25",22,"41.666668","a21_rev01_08040007",3464.52351851852,240.22787037037,-6.446960019,36.96969998,"Mammal"
"188","oryctolagus cuniculus","calb","calb22","rev01",2021-08-04 03:13:34,"searching for food, searching for food",FALSE,1,"20.76",22,"10.466667","a22_rev01_08040004",3464.52351851852,126.072615740741,-6.446939986,36.96914996,"Mammal"
"189","oryctolagus cuniculus","calb","calb13","rev01",2021-08-04 04:52:44,"searching for food, searching for food",FALSE,1,"21.83",22,"10","a13_rev01_IMG_0010",3464.52351851852,128.146759259259,-6.446310002,36.96949999,"Mammal"
"190","oryctolagus cuniculus","calb","calb01","rev01",2021-08-04 05:08:00,"searching for food, searching for food",FALSE,1,"21.99",22,"20.933334","a01_rev01_08040008",3464.52351851852,93.1711805555555,-6.445667027,36.96992202,"Mammal"
"191","alectoris rufa","calb","calb08","rev01",2021-08-04 16:29:40,"searching for food, searching for food",FALSE,1,"2.27",22,"28","a08_rev01_IMG_0357",3464.52351851852,207.066041666667,-6.445277017,36.96946504,"Bird"
"192","oryctolagus cuniculus","calb","calb21","rev01",2021-08-04 23:15:50,"searching for food, searching for food",FALSE,1,"21.25",22,"20.733334","a21_rev01_08040012",3464.52351851852,240.22787037037,-6.446960019,36.96969998,"Mammal"
"193","oryctolagus cuniculus","calb","calb21","rev01",2021-08-04 23:18:26,"searching for food, searching for food",FALSE,1,"21.25",22,"20.733334","a21_rev01_08040015",3464.52351851852,240.22787037037,-6.446960019,36.96969998,"Mammal"
"194","oryctolagus cuniculus","calb","calb15","rev01",2021-08-05 01:08:06,"searching for food, searching for food",FALSE,1,"5.27",22,"40","a15_rev01_IMG_0103",3464.52351851852,114.03599537037,-6.446633041,36.97005596,"Mammal"
"195","sus scrofa","calb","calb24","rev01",2021-08-05 22:18:24,"searching for food, searching for food",FALSE,1,"20.87",22,"39.734","a24_rev01_08050005",3464.52351851852,123.511712962963,-6.447339971,36.96890001,"Mammal"
"196","oryctolagus cuniculus","calb","calb15","rev01",2021-08-06 01:14:44,"searching for food, searching for food",FALSE,1,"5.27",22,"20","a15_rev01_IMG_0142",3464.52351851852,114.03599537037,-6.446633041,36.97005596,"Mammal"
"197","oryctolagus cuniculus","calb","calb22","rev01",2021-08-06 06:49:36,"searching for food, searching for food",FALSE,1,"20.76",22,"10.466667","a22_rev01_08060009",3464.52351851852,126.072615740741,-6.446939986,36.96914996,"Mammal"
"198","sus scrofa","calb","calb23","rev01",2021-08-06 07:12:48,"searching for food, searching for food",FALSE,1,"5.11",22,"20","a23_rev01_IMG_0186",3464.52351851852,97.9350462962963,-6.447120029,36.96913999,"Mammal"
"199","alectoris rufa","calb","calb11","rev01",2021-08-06 07:39:16,"searching for food, searching for food",FALSE,1,"19.02",22,"20","a11_rev01_IMG_0004",3464.52351851852,253.563356481482,-6.446089977,36.96927996,"Bird"
"200","alectoris rufa","calb","calb06","rev01",2021-08-06 07:55:58,"searching for food, searching for food",FALSE,1,"4.23",22,"30.75","a06_rev01_IMG_0206",3464.52351851852,180.397268518519,-6.445390005,36.96956998,"Bird"
